"Scenario","Parameter","Estimate","SD","CV","Gradient"
"v28b_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)",2.92,0.34,0.12,-1.8884e-05
"v28b_m3_f2_0310","Size_DblN_descend_se_Commercial(1)",-5.07,47.79,-9.43,5.55699e-07
"v28b_m3_f2_0310","Size_DblN_start_logit_Commercial(1)",-492,11336.9,-23.04,-1.24061e-08
"v28b_m3_f2_0310","Size_DblN_end_logit_Commercial(1)",-0.57,0.26,-0.46,-1.7613e-05
"v28b_m3_f2_0310","Size_DblN_peak_NCRMP(2)",17.69,1.17,0.07,4.28446e-06
"v28b_m3_f2_0310","Size_DblN_top_logit_NCRMP(2)",-1.3,0.19,-0.15,3.36342e-05
"v28b_m3_f2_0310","Size_DblN_ascend_se_NCRMP(2)",5.45,1.17,0.21,-3.43033e-08
"v28b_m3_f2_0310","Size_DblN_descend_se_NCRMP(2)",-0.49,1.79,-3.65,1.69709e-06
"v28b_m3_f2_0310","Size_DblN_start_logit_NCRMP(2)",-492,11336.9,-23.04,4.74429e-09
"v28b_m3_f2_0310","Size_DblN_end_logit_NCRMP(2)",-1.75,0.16,-0.09,-4.18832e-07
"v28b_m3_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_1983",25.77,0.54,0.02,-1.70151e-05
"v28b_m3_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_2004",31.29,0.88,0.03,-3.37897e-09
"v28b_m3_f2_0310","Size_DblN_top_logit_Commercial(1)_BLK1repl_1983",-3.42,2.1,-0.61,-1.99797e-06
"v28b_m3_f2_0310","Size_DblN_top_logit_Commercial(1)_BLK1repl_2004",-0.58,2.1,-3.62,-3.85406e-06
"v28b_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",2.96,0.18,0.06,1.33396e-05
"v28b_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.66,0.21,0.06,-4.92886e-06
"v28b_m3_f2_0310","Size_DblN_descend_se_Commercial(1)_BLK1repl_1983",3.69,0.6,0.16,-4.8745e-06
"v28b_m3_f2_0310","Size_DblN_descend_se_Commercial(1)_BLK1repl_2004",-0.14,30.2,-215.71,-3.89135e-07
"v28b_m3_f2_0310","Size_DblN_start_logit_Commercial(1)_BLK1repl_1983",-492,11336.9,-23.04,1.13124e-08
"v28b_m3_f2_0310","Size_DblN_start_logit_Commercial(1)_BLK1repl_2004",-7.75,5.61,-0.72,-6.56839e-06
"v28b_m3_f2_0310","Size_DblN_end_logit_Commercial(1)_BLK1repl_1983",-0.62,0.29,-0.47,-1.99268e-05
"v28b_m3_f2_0310","Size_DblN_end_logit_Commercial(1)_BLK1repl_2004",0.82,0.91,1.11,-9.64895e-06
"v29a_m3_f2_0310","SR_LN(R0)",7,0.04,0.01,-1.28692e-05
"v29a_m3_f2_0310","InitF_seas_1_flt_1Commercial",3.02,0.24,0.08,2.52353e-06
"v29a_m3_f2_0310","Size_DblN_peak_Commercial(1)",30.27,0.69,0.02,3.60626e-06
"v29a_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)",2.9,0.22,0.08,-1.92066e-06
"v29a_m3_f2_0310","Size_DblN_peak_NCRMP(2)",19.58,0.87,0.04,-1.36015e-05
"v29a_m3_f2_0310","Size_DblN_top_logit_NCRMP(2)",-4.55,5.51,-1.21,-1.71093e-06
"v29a_m3_f2_0310","Size_DblN_end_logit_NCRMP(2)",0.05,0.26,5.2,-4.62234e-05
"v29a_m3_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_1983",26.92,0.73,0.03,-2.16989e-05
"v29a_m3_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_2004",31.73,1.15,0.04,1.21804e-05
"v29a_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.28,0.2,0.06,4.18506e-05
"v29a_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.75,0.22,0.06,-2.61054e-05
"v31a_m2_f2_0310","SR_LN(R0)",6.93,0.02,0,0.000132032
"v31a_m2_f2_0310","InitF_seas_1_flt_1Commercial",3.4,0.09,0.03,-1.80112e-06
"v31a_m2_f2_0310","Size_DblN_peak_Commercial(1)",29.56,0.68,0.02,2.49538e-06
"v31a_m2_f2_0310","Size_DblN_ascend_se_Commercial(1)",2.81,0.23,0.08,-1.12576e-06
"v31a_m2_f2_0310","Size_DblN_peak_NCRMP(2)",6.59,0.03,0,-1.91263e-06
"v31a_m2_f2_0310","Size_DblN_top_logit_NCRMP(2)",0.21,0.09,0.43,-3.30833e-06
"v31a_m2_f2_0310","Size_DblN_end_logit_NCRMP(2)",-1.15,0.65,-0.57,8.65278e-07
"v31a_m2_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_1983",29.39,0.58,0.02,7.31573e-06
"v31a_m2_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.49,1.06,0.03,1.20362e-05
"v31a_m2_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.51,0.12,0.03,-4.54157e-06
"v31a_m2_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.83,0.2,0.05,-2.22529e-05
"v31a_m3_64_f2_0310","SR_LN(R0)",7.12,0.07,0.01,-3.39174e-05
"v31a_m3_64_f2_0310","InitF_seas_1_flt_1Commercial",4.37,0.6,0.14,-2.28577e-06
"v31a_m3_64_f2_0310","Size_DblN_peak_Commercial(1)",29.18,1.15,0.04,2.21436e-06
"v31a_m3_64_f2_0310","Size_DblN_ascend_se_Commercial(1)",2.72,0.41,0.15,-1.80912e-06
"v31a_m3_64_f2_0310","Size_DblN_peak_NCRMP(2)",17.68,1.11,0.06,5.73075e-06
"v31a_m3_64_f2_0310","Size_DblN_top_logit_NCRMP(2)",-1.33,0.15,-0.11,3.9025e-05
"v31a_m3_64_f2_0310","Size_DblN_end_logit_NCRMP(2)",0.08,0.42,5.25,-3.58677e-06
"v31a_m3_64_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_1983",27.52,0.59,0.02,-3.92721e-06
"v31a_m3_64_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.29,1.04,0.03,2.20265e-06
"v31a_m3_64_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.19,0.15,0.05,8.96777e-06
"v31a_m3_64_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.82,0.2,0.05,-5.33754e-06
"v31a_m3_f2_0310","SR_LN(R0)",7.03,0.06,0.01,-6.25146e-05
"v31a_m3_f2_0310","InitF_seas_1_flt_1Commercial",0.82,0.18,0.22,-4.84196e-07
"v31a_m3_f2_0310","Size_DblN_peak_Commercial(1)",29.7,0.7,0.02,-1.88629e-05
"v31a_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)",2.86,0.23,0.08,6.28736e-06
"v31a_m3_f2_0310","Size_DblN_peak_NCRMP(2)",18.97,0.9,0.05,-3.55439e-05
"v31a_m3_f2_0310","Size_DblN_top_logit_NCRMP(2)",-3.16,0.62,-0.2,-4.00894e-05
"v31a_m3_f2_0310","Size_DblN_end_logit_NCRMP(2)",-0.39,0.22,-0.56,-8.29906e-05
"v31a_m3_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_1983",26.82,0.55,0.02,2.75399e-05
"v31a_m3_f2_0310","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.37,1.03,0.03,-8.11944e-06
"v31a_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.08,0.15,0.05,-3.48092e-05
"v31a_m3_f2_0310","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.81,0.2,0.05,4.75817e-05
"v31a_m3_f2_0310_s1","SR_LN(R0)",6.98,0.06,0.01,1471.86
"v31a_m3_f2_0310_s1","InitF_seas_1_flt_1Commercial",1.17,0.3,0.26,-5.7774
"v31a_m3_f2_0310_s1","Size_DblN_peak_Commercial(1)",29.76,0.72,0.02,24.4477
"v31a_m3_f2_0310_s1","Size_DblN_ascend_se_Commercial(1)",2.86,0.23,0.08,-23.6107
"v31a_m3_f2_0310_s1","Size_DblN_peak_NCRMP(2)",17.27,0.97,0.06,37.3169
"v31a_m3_f2_0310_s1","Size_DblN_top_logit_NCRMP(2)",-0.49,0.08,-0.16,291.226
"v31a_m3_f2_0310_s1","Size_DblN_end_logit_NCRMP(2)",-0.35,0.46,-1.31,74.3713
"v31a_m3_f2_0310_s1","Size_DblN_peak_Commercial(1)_BLK1repl_1983",27.05,0.53,0.02,63.345
"v31a_m3_f2_0310_s1","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.41,1.01,0.03,39.2934
"v31a_m3_f2_0310_s1","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.11,0.14,0.05,-57.4671
"v31a_m3_f2_0310_s1","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.79,0.2,0.05,-54.928
"v31a_m3_f2_0310_s2","SR_LN(R0)",6.94,0.06,0.01,9.27371e-05
"v31a_m3_f2_0310_s2","InitF_seas_1_flt_1Commercial",0.82,0.16,0.2,-1.69429e-06
"v31a_m3_f2_0310_s2","Size_DblN_peak_Commercial(1)",29.69,0.7,0.02,-9.37064e-06
"v31a_m3_f2_0310_s2","Size_DblN_ascend_se_Commercial(1)",2.86,0.23,0.08,1.52784e-05
"v31a_m3_f2_0310_s2","Size_DblN_peak_NCRMP(2)",18.84,0.9,0.05,6.40737e-06
"v31a_m3_f2_0310_s2","Size_DblN_top_logit_NCRMP(2)",-3.07,0.57,-0.19,8.36686e-06
"v31a_m3_f2_0310_s2","Size_DblN_end_logit_NCRMP(2)",-0.41,0.22,-0.54,9.74307e-06
"v31a_m3_f2_0310_s2","Size_DblN_peak_Commercial(1)_BLK1repl_1983",26.82,0.55,0.02,1.304e-05
"v31a_m3_f2_0310_s2","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.33,1.03,0.03,1.34432e-06
"v31a_m3_f2_0310_s2","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.08,0.15,0.05,-1.25701e-05
"v31a_m3_f2_0310_s2","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.81,0.2,0.05,-1.08037e-06
"v31a_m3_f2_0310_s3","SR_LN(R0)",7.08,0.06,0.01,-7.95542e-06
"v31a_m3_f2_0310_s3","InitF_seas_1_flt_1Commercial",0.91,0.2,0.22,-7.94143e-08
"v31a_m3_f2_0310_s3","Size_DblN_peak_Commercial(1)",29.38,0.72,0.02,-2.87758e-06
"v31a_m3_f2_0310_s3","Size_DblN_ascend_se_Commercial(1)",2.8,0.25,0.09,1.81328e-06
"v31a_m3_f2_0310_s3","Size_DblN_peak_NCRMP(2)",16.54,1.24,0.07,7.52711e-07
"v31a_m3_f2_0310_s3","Size_DblN_top_logit_NCRMP(2)",-1.22,0.25,-0.2,5.95826e-07
"v31a_m3_f2_0310_s3","Size_DblN_end_logit_NCRMP(2)",-0.4,0.26,-0.65,-3.94519e-06
"v31a_m3_f2_0310_s3","Size_DblN_peak_Commercial(1)_BLK1repl_1983",26.79,0.55,0.02,1.86723e-06
"v31a_m3_f2_0310_s3","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.37,1.03,0.03,-1.33993e-07
"v31a_m3_f2_0310_s3","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.07,0.15,0.05,-1.58944e-06
"v31a_m3_f2_0310_s3","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.8,0.2,0.05,-6.13899e-08
"v31a_m3_f2_0310_s4","SR_LN(R0)",6.94,0.06,0.01,-4.24835e-05
"v31a_m3_f2_0310_s4","InitF_seas_1_flt_1Commercial",0.82,0.17,0.21,1.16743e-06
"v31a_m3_f2_0310_s4","Size_DblN_peak_Commercial(1)",29.68,0.7,0.02,-6.11021e-06
"v31a_m3_f2_0310_s4","Size_DblN_ascend_se_Commercial(1)",2.86,0.23,0.08,1.08876e-05
"v31a_m3_f2_0310_s4","Size_DblN_peak_NCRMP(2)",18.84,0.9,0.05,1.00216e-05
"v31a_m3_f2_0310_s4","Size_DblN_top_logit_NCRMP(2)",-3.07,0.57,-0.19,1.61594e-05
"v31a_m3_f2_0310_s4","Size_DblN_end_logit_NCRMP(2)",-0.41,0.22,-0.54,-2.34516e-06
"v31a_m3_f2_0310_s4","Size_DblN_peak_Commercial(1)_BLK1repl_1983",26.82,0.55,0.02,-1.23653e-05
"v31a_m3_f2_0310_s4","Size_DblN_peak_Commercial(1)_BLK1repl_2004",32.33,1.03,0.03,-1.31165e-06
"v31a_m3_f2_0310_s4","Size_DblN_ascend_se_Commercial(1)_BLK1repl_1983",3.08,0.15,0.05,1.60324e-05
"v31a_m3_f2_0310_s4","Size_DblN_ascend_se_Commercial(1)_BLK1repl_2004",3.81,0.2,0.05,1.94198e-06
